,,,SOC weight%,,,,,,,BD g/cm3,,,,,,,C dens g/cm3,,,,,
Upper depth (cm),Lower depth (cm),,mean,median,std,min,max,n,,mean,median,std,min,max,n,,mean,median,std,min,max,n
108,109,,17.0195235695,17.0195235695,20.1673991336,2.7590188833,31.2800282558,2,,0.4880357894,0.4880357894,0.3170957509,0.2638152337,0.7122563452,2,,0.0510863833,0.0510863833,0.0444559395,0.0196512871,0.0825214796,2
109,110,,17.0195235695,17.0195235695,20.1673991336,2.7590188833,31.2800282558,2,,0.4880357894,0.4880357894,0.3170957509,0.2638152337,0.7122563452,2,,0.0510863833,0.0510863833,0.0444559395,0.0196512871,0.0825214796,2
110,111,,14.9159873529,14.9159873529,17.1471398343,2.7911284981,27.0408462077,2,,0.5414189576,0.5414189576,0.346494756,0.296410166,0.7864277492,2,,0.0510510131,0.0510510131,0.0411547518,0.021950209,0.0801518171,2
111,112,,14.9159873529,14.9159873529,17.1471398343,2.7911284981,27.0408462077,2,,0.5414189576,0.5414189576,0.346494756,0.296410166,0.7864277492,2,,0.0510510131,0.0510510131,0.0411547518,0.021950209,0.0801518171,2
112,113,,14.9159873529,14.9159873529,17.1471398343,2.7911284981,27.0408462077,2,,0.5414189576,0.5414189576,0.346494756,0.296410166,0.7864277492,2,,0.0510510131,0.0510510131,0.0411547518,0.021950209,0.0801518171,2
113,114,,14.9159873529,14.9159873529,17.1471398343,2.7911284981,27.0408462077,2,,0.5414189576,0.5414189576,0.346494756,0.296410166,0.7864277492,2,,0.0510510131,0.0510510131,0.0411547518,0.021950209,0.0801518171,2
114,115,,14.9159873529,14.9159873529,17.1471398343,2.7911284981,27.0408462077,2,,0.5414189576,0.5414189576,0.346494756,0.296410166,0.7864277492,2,,0.0510510131,0.0510510131,0.0411547518,0.021950209,0.0801518171,2
115,116,,12.7422902032,12.7422902032,14.226103078,2.6829162469,22.8016641596,2,,0.5543168731,0.5543168731,0.3186389675,0.3290050984,0.7796286477,2,,0.0479677106,0.0479677106,0.0382557878,0.0209167837,0.0750186376,2
116,117,,12.7422902032,12.7422902032,14.226103078,2.6829162469,22.8016641596,2,,0.5543168731,0.5543168731,0.3186389675,0.3290050984,0.7796286477,2,,0.0479677106,0.0479677106,0.0382557878,0.0209167837,0.0750186376,2
117,118,,12.7422902032,12.7422902032,14.226103078,2.6829162469,22.8016641596,2,,0.5543168731,0.5543168731,0.3186389675,0.3290050984,0.7796286477,2,,0.0479677106,0.0479677106,0.0382557878,0.0209167837,0.0750186376,2
118,119,,12.7422902032,12.7422902032,14.226103078,2.6829162469,22.8016641596,2,,0.5543168731,0.5543168731,0.3186389675,0.3290050984,0.7796286477,2,,0.0479677106,0.0479677106,0.0382557878,0.0209167837,0.0750186376,2
119,120,,12.7422902032,12.7422902032,14.226103078,2.6829162469,22.8016641596,2,,0.5543168731,0.5543168731,0.3186389675,0.3290050984,0.7796286477,2,,0.0479677106,0.0479677106,0.0382557878,0.0209167837,0.0750186376,2
120,121,,7.2204373847,7.2204373847,5.2513265514,3.50718877,10.9336859994,2,,0.6001493052,0.6001493052,0.0924735813,0.5347606088,0.6655380016,2,,0.0409053599,0.0409053599,0.0248388028,0.0233416741,0.0584690458,2
121,122,,7.2204373847,7.2204373847,5.2513265514,3.50718877,10.9336859994,2,,0.6001493052,0.6001493052,0.0924735813,0.5347606088,0.6655380016,2,,0.0409053599,0.0409053599,0.0248388028,0.0233416741,0.0584690458,2
122,123,,7.2204373847,7.2204373847,5.2513265514,3.50718877,10.9336859994,2,,0.6001493052,0.6001493052,0.0924735813,0.5347606088,0.6655380016,2,,0.0409053599,0.0409053599,0.0248388028,0.0233416741,0.0584690458,2
123,124,,7.2204373847,7.2204373847,5.2513265514,3.50718877,10.9336859994,2,,0.6001493052,0.6001493052,0.0924735813,0.5347606088,0.6655380016,2,,0.0409053599,0.0409053599,0.0248388028,0.0233416741,0.0584690458,2
124,125,,7.2204373847,7.2204373847,5.2513265514,3.50718877,10.9336859994,2,,0.6001493052,0.6001493052,0.0924735813,0.5347606088,0.6655380016,2,,0.0409053599,0.0409053599,0.0248388028,0.0233416741,0.0584690458,2
125,126,,10.6125899611,10.6125899611,,10.6125899611,10.6125899611,1,,0.4879053935,0.4879053935,,0.4879053935,0.4879053935,1,,0.0517793988,0.0517793988,,0.0517793988,0.0517793988,1
126,127,,10.6125899611,10.6125899611,,10.6125899611,10.6125899611,1,,0.4879053935,0.4879053935,,0.4879053935,0.4879053935,1,,0.0517793988,0.0517793988,,0.0517793988,0.0517793988,1
127,128,,10.6125899611,10.6125899611,,10.6125899611,10.6125899611,1,,0.4879053935,0.4879053935,,0.4879053935,0.4879053935,1,,0.0517793988,0.0517793988,,0.0517793988,0.0517793988,1
128,129,,10.6125899611,10.6125899611,,10.6125899611,10.6125899611,1,,0.4879053935,0.4879053935,,0.4879053935,0.4879053935,1,,0.0517793988,0.0517793988,,0.0517793988,0.0517793988,1
129,130,,10.6125899611,10.6125899611,,10.6125899611,10.6125899611,1,,0.4879053935,0.4879053935,,0.4879053935,0.4879053935,1,,0.0517793988,0.0517793988,,0.0517793988,0.0517793988,1
130,131,,10.2914939228,10.2914939228,,10.2914939228,10.2914939228,1,,0.4410501783,0.4410501783,,0.4410501783,0.4410501783,1,,0.0453906523,0.0453906523,,0.0453906523,0.0453906523,1
131,132,,10.2914939228,10.2914939228,,10.2914939228,10.2914939228,1,,0.4410501783,0.4410501783,,0.4410501783,0.4410501783,1,,0.0453906523,0.0453906523,,0.0453906523,0.0453906523,1
132,133,,10.2914939228,10.2914939228,,10.2914939228,10.2914939228,1,,0.4410501783,0.4410501783,,0.4410501783,0.4410501783,1,,0.0453906523,0.0453906523,,0.0453906523,0.0453906523,1
133,134,,10.2914939228,10.2914939228,,10.2914939228,10.2914939228,1,,0.4410501783,0.4410501783,,0.4410501783,0.4410501783,1,,0.0453906523,0.0453906523,,0.0453906523,0.0453906523,1
134,135,,10.2914939228,10.2914939228,,10.2914939228,10.2914939228,1,,0.4410501783,0.4410501783,,0.4410501783,0.4410501783,1,,0.0453906523,0.0453906523,,0.0453906523,0.0453906523,1
135,136,,9.9593207431,9.9593207431,,9.9593207431,9.9593207431,1,,0.4716079274,0.4716079274,,0.4716079274,0.4716079274,1,,0.0469689461,0.0469689461,,0.0469689461,0.0469689461,1
136,137,,9.9593207431,9.9593207431,,9.9593207431,9.9593207431,1,,0.4716079274,0.4716079274,,0.4716079274,0.4716079274,1,,0.0469689461,0.0469689461,,0.0469689461,0.0469689461,1
137,138,,9.9593207431,9.9593207431,,9.9593207431,9.9593207431,1,,0.4716079274,0.4716079274,,0.4716079274,0.4716079274,1,,0.0469689461,0.0469689461,,0.0469689461,0.0469689461,1
138,139,,9.9593207431,9.9593207431,,9.9593207431,9.9593207431,1,,0.4716079274,0.4716079274,,0.4716079274,0.4716079274,1,,0.0469689461,0.0469689461,,0.0469689461,0.0469689461,1
139,140,,9.9593207431,9.9593207431,,9.9593207431,9.9593207431,1,,0.4716079274,0.4716079274,,0.4716079274,0.4716079274,1,,0.0469689461,0.0469689461,,0.0469689461,0.0469689461,1
140,141,,9.6271475635,9.6271475635,,9.6271475635,9.6271475635,1,,0.5021656764,0.5021656764,,0.5021656764,0.5021656764,1,,0.0483442307,0.0483442307,,0.0483442307,0.0483442307,1
141,142,,9.6271475635,9.6271475635,,9.6271475635,9.6271475635,1,,0.5021656764,0.5021656764,,0.5021656764,0.5021656764,1,,0.0483442307,0.0483442307,,0.0483442307,0.0483442307,1
142,143,,9.6271475635,9.6271475635,,9.6271475635,9.6271475635,1,,0.5021656764,0.5021656764,,0.5021656764,0.5021656764,1,,0.0483442307,0.0483442307,,0.0483442307,0.0483442307,1
143,144,,9.6271475635,9.6271475635,,9.6271475635,9.6271475635,1,,0.5021656764,0.5021656764,,0.5021656764,0.5021656764,1,,0.0483442307,0.0483442307,,0.0483442307,0.0483442307,1
144,145,,9.6271475635,9.6271475635,,9.6271475635,9.6271475635,1,,0.5021656764,0.5021656764,,0.5021656764,0.5021656764,1,,0.0483442307,0.0483442307,,0.0483442307,0.0483442307,1
145,146,,6.4936072133,6.4936072133,,6.4936072133,6.4936072133,1,,0.6590287884,0.6590287884,,0.6590287884,0.6590287884,1,,0.0427947409,0.0427947409,,0.0427947409,0.0427947409,1
146,147,,6.4936072133,6.4936072133,,6.4936072133,6.4936072133,1,,0.6590287884,0.6590287884,,0.6590287884,0.6590287884,1,,0.0427947409,0.0427947409,,0.0427947409,0.0427947409,1
147,148,,6.4936072133,6.4936072133,,6.4936072133,6.4936072133,1,,0.6590287884,0.6590287884,,0.6590287884,0.6590287884,1,,0.0427947409,0.0427947409,,0.0427947409,0.0427947409,1
148,149,,6.4936072133,6.4936072133,,6.4936072133,6.4936072133,1,,0.6590287884,0.6590287884,,0.6590287884,0.6590287884,1,,0.0427947409,0.0427947409,,0.0427947409,0.0427947409,1
149,150,,6.4936072133,6.4936072133,,6.4936072133,6.4936072133,1,,0.6590287884,0.6590287884,,0.6590287884,0.6590287884,1,,0.0427947409,0.0427947409,,0.0427947409,0.0427947409,1
150,151,,3.3600668632,3.3600668632,,3.3600668632,3.3600668632,1,,0.8158919003,0.8158919003,,0.8158919003,0.8158919003,1,,0.0274145134,0.0274145134,,0.0274145134,0.0274145134,1
151,152,,3.3600668632,3.3600668632,,3.3600668632,3.3600668632,1,,0.8158919003,0.8158919003,,0.8158919003,0.8158919003,1,,0.0274145134,0.0274145134,,0.0274145134,0.0274145134,1
152,153,,3.3600668632,3.3600668632,,3.3600668632,3.3600668632,1,,0.8158919003,0.8158919003,,0.8158919003,0.8158919003,1,,0.0274145134,0.0274145134,,0.0274145134,0.0274145134,1
153,154,,3.3600668632,3.3600668632,,3.3600668632,3.3600668632,1,,0.8158919003,0.8158919003,,0.8158919003,0.8158919003,1,,0.0274145134,0.0274145134,,0.0274145134,0.0274145134,1
154,155,,3.3600668632,3.3600668632,,3.3600668632,3.3600668632,1,,0.8158919003,0.8158919003,,0.8158919003,0.8158919003,1,,0.0274145134,0.0274145134,,0.0274145134,0.0274145134,1
155,156,,2.4094649588,2.4094649588,,2.4094649588,2.4094649588,1,,0.9197882471,0.9197882471,,0.9197882471,0.9197882471,1,,0.0221619755,0.0221619755,,0.0221619755,0.0221619755,1
156,157,,2.4094649588,2.4094649588,,2.4094649588,2.4094649588,1,,0.9197882471,0.9197882471,,0.9197882471,0.9197882471,1,,0.0221619755,0.0221619755,,0.0221619755,0.0221619755,1
157,158,,2.4094649588,2.4094649588,,2.4094649588,2.4094649588,1,,0.9197882471,0.9197882471,,0.9197882471,0.9197882471,1,,0.0221619755,0.0221619755,,0.0221619755,0.0221619755,1
158,159,,2.4094649588,2.4094649588,,2.4094649588,2.4094649588,1,,0.9197882471,0.9197882471,,0.9197882471,0.9197882471,1,,0.0221619755,0.0221619755,,0.0221619755,0.0221619755,1
159,160,,2.4094649588,2.4094649588,,2.4094649588,2.4094649588,1,,0.9197882471,0.9197882471,,0.9197882471,0.9197882471,1,,0.0221619755,0.0221619755,,0.0221619755,0.0221619755,1
160,161,,1.4588630544,1.4588630544,,1.4588630544,1.4588630544,1,,1.023684594,1.023684594,,1.023684594,1.023684594,1,,0.0149341563,0.0149341563,,0.0149341563,0.0149341563,1
161,162,,1.4588630544,1.4588630544,,1.4588630544,1.4588630544,1,,1.023684594,1.023684594,,1.023684594,1.023684594,1,,0.0149341563,0.0149341563,,0.0149341563,0.0149341563,1
162,163,,1.4588630544,1.4588630544,,1.4588630544,1.4588630544,1,,1.023684594,1.023684594,,1.023684594,1.023684594,1,,0.0149341563,0.0149341563,,0.0149341563,0.0149341563,1
163,164,,1.4588630544,1.4588630544,,1.4588630544,1.4588630544,1,,1.023684594,1.023684594,,1.023684594,1.023684594,1,,0.0149341563,0.0149341563,,0.0149341563,0.0149341563,1
164,165,,1.4588630544,1.4588630544,,1.4588630544,1.4588630544,1,,1.023684594,1.023684594,,1.023684594,1.023684594,1,,0.0149341563,0.0149341563,,0.0149341563,0.0149341563,1
