,,,SOC weight%,,,,,,,BD g/cm3,,,,,,,C Dens. g/cm3,,,,,
Upper depth (cm),Lower depth (cm),,mean,median,std,min,max,n,,mean,median,std,min,max,n,,mean,median,std,min,max,n
120,121,,0.4445330984,0.4445330984,0.5733460807,0.0391161968,0.84995,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0065141833,0.0065141833,0.0082167105,0.0007040915,0.012324275,2
121,122,,0.4445330984,0.4445330984,0.5733460807,0.0391161968,0.84995,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0065141833,0.0065141833,0.0082167105,0.0007040915,0.012324275,2
122,123,,0.4445330984,0.4445330984,0.5733460807,0.0391161968,0.84995,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0065141833,0.0065141833,0.0082167105,0.0007040915,0.012324275,2
123,124,,0.0391161968,0.0391161968,0,0.0391161968,0.0391161968,1,,1.8,1.8,0,1.8,1.8,1,,0.0007040915,0.0007040915,0,0.0007040915,0.0007040915,1
124,125,,0.4204830984,0.4204830984,0.5393342445,0.0391161968,0.80185,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.0062456433,0.0062456433,0.0078369376,0.0007040915,0.011787195,2
125,126,,0.4204830984,0.4204830984,0.5393342445,0.0391161968,0.80185,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.0062456433,0.0062456433,0.0078369376,0.0007040915,0.011787195,2
126,127,,0.4204830984,0.4204830984,0.5393342445,0.0391161968,0.80185,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.0062456433,0.0062456433,0.0078369376,0.0007040915,0.011787195,2
127,128,,0.4204830984,0.4204830984,0.5393342445,0.0391161968,0.80185,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.0062456433,0.0062456433,0.0078369376,0.0007040915,0.011787195,2
128,129,,0.6080720656,0.80185,0.5010085583,0.0391161968,0.98325,3,,1.5733333333,1.47,0.1965536398,1.45,1.8,3,,0.0089161372,0.011787195,0.0072182691,0.0007040915,0.014257125,3
129,130,,0.5111830984,0.5111830984,0.6676034146,0.0391161968,0.98325,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0074806083,0.0074806083,0.0095834419,0.0007040915,0.014257125,2
130,131,,0.5111830984,0.5111830984,0.6676034146,0.0391161968,0.98325,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0074806083,0.0074806083,0.0095834419,0.0007040915,0.014257125,2
131,132,,0.5111830984,0.5111830984,0.6676034146,0.0391161968,0.98325,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0074806083,0.0074806083,0.0095834419,0.0007040915,0.014257125,2
132,133,,0.5111830984,0.5111830984,0.6676034146,0.0391161968,0.98325,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.0074806083,0.0074806083,0.0095834419,0.0007040915,0.014257125,2
133,134,,0.0391161968,0.0391161968,0,0.0391161968,0.0391161968,1,,1.8,1.8,0,1.8,1.8,1,,0.0007040915,0.0007040915,0,0.0007040915,0.0007040915,1
134,135,,0.0391161968,0.0391161968,0,0.0391161968,0.0391161968,1,,1.8,1.8,0,1.8,1.8,1,,0.0007040915,0.0007040915,0,0.0007040915,0.0007040915,1
135,136,,0.4847830984,0.4847830984,0.6302681766,0.0391161968,0.93045,2,,1.645,1.645,0.2192031022,1.49,1.8,2,,0.0072838983,0.0072838983,0.0093052519,0.0007040915,0.013863705,2
136,137,,0.4847830984,0.4847830984,0.6302681766,0.0391161968,0.93045,2,,1.645,1.645,0.2192031022,1.49,1.8,2,,0.0072838983,0.0072838983,0.0093052519,0.0007040915,0.013863705,2
137,138,,0.4847830984,0.4847830984,0.6302681766,0.0391161968,0.93045,2,,1.645,1.645,0.2192031022,1.49,1.8,2,,0.0072838983,0.0072838983,0.0093052519,0.0007040915,0.013863705,2
138,139,,0.4847830984,0.4847830984,0.6302681766,0.0391161968,0.93045,2,,1.645,1.645,0.2192031022,1.49,1.8,2,,0.0072838983,0.0072838983,0.0093052519,0.0007040915,0.013863705,2
139,140,,0.4847830984,0.4847830984,0.6302681766,0.0391161968,0.93045,2,,1.645,1.645,0.2192031022,1.49,1.8,2,,0.0072838983,0.0072838983,0.0093052519,0.0007040915,0.013863705,2
140,141,,0.7311810006,0.93045,0.5663843027,0.0920930017,1.171,3,,1.58,1.49,0.1915724406,1.45,1.8,3,,0.0108336263,0.013863705,0.0080978775,0.001657674,0.0169795,3
141,142,,0.7311810006,0.93045,0.5663843027,0.0920930017,1.171,3,,1.58,1.49,0.1915724406,1.45,1.8,3,,0.0108336263,0.013863705,0.0080978775,0.001657674,0.0169795,3
142,143,,0.6315465008,0.6315465008,0.7629024548,0.0920930017,1.171,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.009318587,0.009318587,0.010834167,0.001657674,0.0169795,2
143,144,,0.6315465008,0.6315465008,0.7629024548,0.0920930017,1.171,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.009318587,0.009318587,0.010834167,0.001657674,0.0169795,2
144,145,,0.6315465008,0.6315465008,0.7629024548,0.0920930017,1.171,2,,1.625,1.625,0.2474873734,1.45,1.8,2,,0.009318587,0.009318587,0.010834167,0.001657674,0.0169795,2
145,146,,0.6012965008,0.6012965008,0.7201224945,0.0920930017,1.1105,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.008991012,0.008991012,0.010370906,0.001657674,0.01632435,2
146,147,,0.6012965008,0.6012965008,0.7201224945,0.0920930017,1.1105,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.008991012,0.008991012,0.010370906,0.001657674,0.01632435,2
147,148,,0.6012965008,0.6012965008,0.7201224945,0.0920930017,1.1105,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.008991012,0.008991012,0.010370906,0.001657674,0.01632435,2
148,149,,0.6012965008,0.6012965008,0.7201224945,0.0920930017,1.1105,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.008991012,0.008991012,0.010370906,0.001657674,0.01632435,2
149,150,,0.6012965008,0.6012965008,0.7201224945,0.0920930017,1.1105,2,,1.635,1.635,0.2333452378,1.47,1.8,2,,0.008991012,0.008991012,0.010370906,0.001657674,0.01632435,2
150,151,,0.4486465008,0.4486465008,0.5042427942,0.0920930017,0.8052,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006948357,0.006948357,0.0074821556,0.001657674,0.01223904,2
151,152,,0.4486465008,0.4486465008,0.5042427942,0.0920930017,0.8052,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006948357,0.006948357,0.0074821556,0.001657674,0.01223904,2
152,153,,0.4486465008,0.4486465008,0.5042427942,0.0920930017,0.8052,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006948357,0.006948357,0.0074821556,0.001657674,0.01223904,2
153,154,,0.4486465008,0.4486465008,0.5042427942,0.0920930017,0.8052,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006948357,0.006948357,0.0074821556,0.001657674,0.01223904,2
154,155,,0.4486465008,0.4486465008,0.5042427942,0.0920930017,0.8052,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006948357,0.006948357,0.0074821556,0.001657674,0.01223904,2
155,156,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
156,157,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
157,158,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
158,159,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
159,160,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
160,161,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
161,162,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
162,163,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
163,164,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
164,165,,0.4496215008,0.4496215008,0.5056216524,0.0920930017,0.80715,2,,1.66,1.66,0.1979898987,1.52,1.8,2,,0.006963177,0.006963177,0.0075031143,0.001657674,0.01226868,2
165,166,,0.0920930017,0.0920930017,0,0.0920930017,0.0920930017,1,,1.8,1.8,0,1.8,1.8,1,,0.001657674,0.001657674,0,0.001657674,0.001657674,1
166,167,,0.0920930017,0.0920930017,0,0.0920930017,0.0920930017,1,,1.8,1.8,0,1.8,1.8,1,,0.001657674,0.001657674,0,0.001657674,0.001657674,1
167,168,,0.0920930017,0.0920930017,0,0.0920930017,0.0920930017,1,,1.8,1.8,0,1.8,1.8,1,,0.001657674,0.001657674,0,0.001657674,0.001657674,1
168,169,,0.0920930017,0.0920930017,0,0.0920930017,0.0920930017,1,,1.8,1.8,0,1.8,1.8,1,,0.001657674,0.001657674,0,0.001657674,0.001657674,1
169,170,,0.3362715008,0.3362715008,0.3453205451,0.0920930017,0.58045,2,,1.695,1.695,0.148492424,1.59,1.8,2,,0.0054434145,0.0054434145,0.0053538455,0.001657674,0.009229155,2
170,171,,0.3362715008,0.3362715008,0.3453205451,0.0920930017,0.58045,2,,1.695,1.695,0.148492424,1.59,1.8,2,,0.0054434145,0.0054434145,0.0053538455,0.001657674,0.009229155,2
171,172,,0.3362715008,0.3362715008,0.3453205451,0.0920930017,0.58045,2,,1.695,1.695,0.148492424,1.59,1.8,2,,0.0054434145,0.0054434145,0.0053538455,0.001657674,0.009229155,2
172,173,,0.3362715008,0.3362715008,0.3453205451,0.0920930017,0.58045,2,,1.695,1.695,0.148492424,1.59,1.8,2,,0.0054434145,0.0054434145,0.0053538455,0.001657674,0.009229155,2
173,174,,0.3362715008,0.3362715008,0.3453205451,0.0920930017,0.58045,2,,1.695,1.695,0.148492424,1.59,1.8,2,,0.0054434145,0.0054434145,0.0053538455,0.001657674,0.009229155,2
174,175,,0.5365143339,0.58045,0.4241635487,0.0920930017,0.937,3,,1.6466666667,1.59,0.1342882472,1.55,1.8,3,,0.0084701097,0.009229155,0.0064664118,0.001657674,0.0145235,3
175,176,,0.5365143339,0.58045,0.4241635487,0.0920930017,0.937,3,,1.6466666667,1.59,0.1342882472,1.55,1.8,3,,0.0084701097,0.009229155,0.0064664118,0.001657674,0.0145235,3
176,177,,0.5365143339,0.58045,0.4241635487,0.0920930017,0.937,3,,1.6466666667,1.59,0.1342882472,1.55,1.8,3,,0.0084701097,0.009229155,0.0064664118,0.001657674,0.0145235,3
177,178,,0.5365143339,0.58045,0.4241635487,0.0920930017,0.937,3,,1.6466666667,1.59,0.1342882472,1.55,1.8,3,,0.0084701097,0.009229155,0.0064664118,0.001657674,0.0145235,3
178,179,,0.5145465008,0.5145465008,0.597439468,0.0920930017,0.937,2,,1.675,1.675,0.1767766953,1.55,1.8,2,,0.008090587,0.008090587,0.0090975128,0.001657674,0.0145235,2
179,180,,0.5145465008,0.5145465008,0.597439468,0.0920930017,0.937,2,,1.675,1.675,0.1767766953,1.55,1.8,2,,0.008090587,0.008090587,0.0090975128,0.001657674,0.0145235,2
180,181,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
181,182,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
182,183,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
183,184,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0
184,185,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
185,186,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
186,187,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
187,188,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
188,189,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
189,190,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
190,191,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
191,192,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
192,193,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
193,194,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
194,195,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
195,196,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
196,197,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
197,198,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
198,199,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
199,200,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
200,201,,1.05,1.05,0,1.05,1.05,1,,1.55,1.55,0,1.55,1.55,1,,0.016275,0.016275,0,0.016275,0.016275,1
